48724000	48724050	48724100	48724150	48724200	48724250	48724300	48724350	48724400	48724450	48724500	48724550	48724600	48724650	48724700	48724750	48724800	48724850	48724900	48724950	48725000	48725050	48725100	48725150	48725200	48725250	48725300	48725350	48725400	48725450	48725500	48725550	48725600	48725650	48725700	48725750	48725800	48725850	48725900	48725950	48726000	48726050	48726100	48726150	48726200	48726250	48726300	48726350	48726400	48726450	48726500	48726550	48726600	48726650	48726700	48726750	48726800	48726850	48726900	48726950	48727000	48727050	48727100	48727150	48727200	48727250	48727300	48727350	48727400	48727450	48727500	48727550	48727600	48727650	48727700	48727750	48727800	48727850	48727900	48727950	48728000	48728050	48728100	48728150	48728200	48728250	48728300	48728350	48728400	48728450	48728500	48728550	48728600	48728650	48728700	48728750	48728800	48728850	48728900	48728950	48729000
0.06	0.1	0.19	0.11	0.18	0.15	0.05	0.09	0.22	0.16	0.05	0.01	0.06	0.06	0.06	0.03	NaN	NaN	0.29	0.17	0.16	0.25	0.3	0.3	0.33	0.46	0.38	0.21	0.45	0.4	0.29	0.24	0.37	0.41	0.42	NaN	0.48	0.63	0.2	NaN	NaN	NaN	0.56	0.47	NaN	0.51	0.5	0.62	0.72	0.5	0.48	NaN	0.67	NaN	1	0.46	0.53	0.47	0.5	0.56	0.51	0.46	NaN	0.4	0.64	0.46	0.56	NaN	0.56	0.74	NaN	NaN	0.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.16	0.11	0.04	0.03	0.05	0.01	0.01	0.01	0	0	0.02	0	0.03	0.03	0.02	0	NaN	0.06	NaN	NaN
0.08	0.11	0.25	0.16	0.03	0.18	0.02	0	0.18	0.09	0.02	0	0.01	0.01	0	0.06	NaN	NaN	0.06	0	0.04	0.02	0	0.01	0.02	0.09	0	0	0.03	0.01	0.01	0.05	0.08	0.02	0.01	NaN	0.06	0.07	0	NaN	NaN	NaN	0.05	0.26	NaN	0	0.06	0	0.11	0.11	0.18	NaN	0.24	NaN	NaN	0.08	0.1	0.03	0.07	0.02	0.02	0	NaN	0.12	0.1	0.06	0.09	NaN	0.23	0.37	NaN	NaN	0.28	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1	0.18	0.02	0.04	0.12	0.03	0.02	0.05	0.02	0.01	0.05	0	0.02	0.05	0.03	0.04	NaN	0.25	NaN	NaN
0.07	0.04	0.05	0.03	0.1	0.05	0	0	0.14	0.04	0	0	0	0	0	0	NaN	NaN	0.47	0.07	0.15	0.27	0.44	0.16	0.14	0.38	0.31	0.36	0.49	0.47	0.42	0.47	0.54	0.53	0.37	NaN	0.65	0.74	0.51	NaN	NaN	NaN	0.68	0.69	NaN	0.61	0.73	0.81	0.8	0.67	0.91	NaN	0.91	NaN	NaN	0.92	0.87	0.88	0.9	0.88	0.88	0.92	1	0.79	0.83	0.75	0.85	NaN	0.84	0.85	NaN	NaN	0.96	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18	0.53	0.07	0.02	0.05	0.01	0	0.01	0.02	0.01	0.02	0.01	0	0	0.01	0.05	NaN	0	NaN	NaN
0.03	0	0.17	0.05	0	0.17	0	0	0.12	0.06	0.01	0	0.01	0	0.01	0	NaN	0	0	0.06	0.03	0.03	0.04	0	0.02	0.04	0	0	0.04	0	0.01	0	0.04	0.04	0.03	NaN	0.01	0.16	0.04	NaN	NaN	NaN	0.05	0.06	NaN	0.03	0.04	0.09	0.05	0.06	0.08	NaN	0.1	NaN	NaN	0	0.06	0.03	0.05	0.04	0.06	0.11	NaN	0.06	0.09	0.04	0.16	NaN	0.21	0.19	NaN	NaN	0.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.15	0.2	0.07	0.05	0.09	0.04	0	0.02	0.01	0.03	0.05	0.01	0	0.02	0	0	NaN	0.1	NaN	NaN
0.2	0.11	0.31	0.14	0.14	0.15	0.03	0.03	0.4	0.21	0.02	0.01	0	0	0	0	NaN	NaN	0.15	0	0.01	0.01	0	0.02	0	0.07	0	0.2	0.19	0.24	0.12	0.08	0.11	0.1	0.1	NaN	0.17	0.23	0.1	NaN	NaN	NaN	0.22	0.19	NaN	0.21	0.26	0.32	0.38	0.33	0.37	NaN	0.35	NaN	NaN	0.16	0.26	0.26	0.2	0.18	0.21	0.27	NaN	0.18	0.17	0.15	0.26	NaN	0.18	0.26	NaN	NaN	0.27	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22	0.15	0.14	0.06	0.13	0.03	0	0.03	0.01	0	0	0	0.01	0.02	0.02	0	NaN	0.03	NaN	NaN
0.13	0.05	0.17	0.11	0.13	0.13	0.02	0.06	0.2	0.15	0	0.01	0.01	0	0	0	NaN	NaN	0.06	0.05	0	0	0.06	0.02	0.01	0.03	0.04	0.09	0.07	0.02	0.05	0	0.01	0	0	NaN	0.03	0.19	0	NaN	NaN	NaN	0.09	0.12	0	0.02	0.03	0.08	0.12	0.12	0.12	NaN	0.09	NaN	NaN	0.03	0.06	0.04	0.04	0.03	0.03	0.02	NaN	0.08	0.08	0.06	0.14	NaN	0.15	0.3	NaN	NaN	0.15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18	0.08	0.01	0.03	0.04	0.03	0.01	0.02	0	0.01	0.03	0.03	0.02	0.01	0.02	0	NaN	0.13	NaN	NaN
0.13	0.12	0.24	0.08	0.08	0.43	0.03	0	0.39	0.25	0	0	0	0.01	0	0	NaN	NaN	0.22	0.02	0.04	0.01	0.1	0.03	0.03	0.1	0	0	0.12	0.16	0.07	0.06	0.12	0.15	0.09	NaN	0.08	0.22	0	NaN	NaN	NaN	0.04	0.21	NaN	0.03	0.04	0.16	0.24	0.12	0.1	NaN	0.22	NaN	NaN	0.05	0.08	0.07	0.18	0.13	0.2	0.14	NaN	0.11	0.24	0.08	0.27	NaN	0.28	0.39	NaN	NaN	0.43	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.12	0.4	0.2	0.15	0.29	0.04	0.03	0.11	0.09	0.07	0.02	0.01	0.06	0.07	0.09	0.07	NaN	0.12	NaN	NaN
0.45	0.51	0.6	0.16	0.29	0.74	0.05	0	0.8	0.36	0	0	0	0.01	0	0	NaN	NaN	0.65	0.09	0.06	0.18	0.63	0.21	0.09	0.39	0.05	0.57	0.36	0.66	0.6	0.68	0.52	0.44	0.41	NaN	0.49	0.64	0.11	NaN	NaN	NaN	0.58	0.49	NaN	0.2	0.58	0.5	0.74	0.76	0.43	NaN	0.69	NaN	NaN	0.09	0.55	0.5	0.6	0.6	0.63	0.55	NaN	0.22	0.28	0.03	0.1	NaN	0.11	0.1	NaN	NaN	0.14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.11	0.09	0.01	0.07	0.06	0.02	0	0.03	0.02	0.01	0	0.02	0	0	0	0	NaN	0	NaN	NaN
0.08	0.1	0.26	0.22	0.09	0.49	0.05	0	0.37	0.22	0	0	0.01	0	0	0.03	NaN	NaN	0.3	0.28	0.17	0.25	0.35	0.35	0.41	0.37	0	0.35	0.37	0.31	0.33	0.27	0.27	0.19	0.18	NaN	0.35	0.34	0.17	NaN	NaN	NaN	0.25	0.41	NaN	0.19	0.17	0.31	0.31	0.33	0.32	NaN	0.35	NaN	NaN	0.2	0.33	0.22	0.27	0.32	0.31	0.24	NaN	0.19	0.14	0.08	0.23	NaN	0.21	0.39	NaN	NaN	0.41	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1	0.17	0.04	0.07	0.13	0.03	0.04	0.02	0	0.06	0	0.01	0.04	0.06	0.03	0	NaN	0.07	NaN	NaN
0.07	0.04	0.1	0.12	0	0.06	0.02	0	0.13	0.08	0	0	0.01	0	0	0	NaN	NaN	0.09	0.07	0.03	0	0.08	0.01	0	0.01	0	0.04	0.01	0	0.04	0.01	0.06	0	0.01	NaN	0.02	0.06	0	NaN	NaN	NaN	0	0.03	NaN	0	0.03	0	0	0	0.02	NaN	0.05	NaN	NaN	0.06	0.05	0	0	0.03	0.02	0.03	NaN	0.05	0.03	0.01	0	NaN	0.08	0.27	NaN	NaN	0.15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.04	0.09	0.01	0	0.01	0.04	0	0.02	0	0	0	0.02	0.01	0	0	0	NaN	0.04	NaN	NaN
0.01	0	0.04	0.08	0.03	0.05	0	0.03	0.07	0.02	0	0.01	0	0	0	0	NaN	NaN	0.03	0	0	0	0	0.04	0	0.01	0.03	0.03	0	0.02	0.05	0.02	0.03	0	0	NaN	0	0.14	0.04	NaN	NaN	NaN	0.17	0.09	NaN	0.05	0.07	0.03	0.34	0.15	0.13	NaN	0.2	NaN	NaN	0.08	0.06	0.06	0.07	0.05	0.05	0.04	NaN	0.02	0.08	0.04	0.21	NaN	0.25	0.16	NaN	NaN	0.17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.07	0.13	0.01	0.03	0.01	0	0	0.02	0.01	0.01	0	0	0	0.03	0.01	0	NaN	0	NaN	NaN
0.12	0.15	0.21	0.12	0.07	0.23	0.03	0	0.3	0.17	0.01	0.02	0	0.02	0	0	NaN	NaN	0.28	0.11	0.03	0.07	0.11	0.02	0.02	0.08	0.08	0.14	0.13	0.19	0.09	0.08	0.08	0.05	0.1	NaN	0.12	0.27	0.07	NaN	NaN	NaN	0.23	0.28	NaN	0.09	0.17	0.24	0.28	0.3	0.32	NaN	0.34	NaN	NaN	0.21	0.25	0.13	0.18	0.15	0.19	0.11	NaN	0.24	0.2	0.14	0.34	NaN	0.28	0.3	NaN	NaN	0.37	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.15	0.34	0.06	0.11	0.17	0.05	0.04	0.05	0.01	0.04	0.04	0.04	0	0.02	0.01	0	NaN	0	NaN	NaN
0.11	0.1	0.3	0.11	0.55	0.79	0.06	0.03	0.76	0.34	0	0.01	0.01	0	0	0	NaN	NaN	0.39	0.16	0.01	0	0.23	0.06	0.03	0.14	0	0.24	0.01	0.12	0.05	0.02	0.05	0	0	NaN	0.04	0.08	0	NaN	NaN	NaN	0.34	0.52	NaN	0.14	0.51	0.3	0.66	0.2	0.36	NaN	0.54	NaN	NaN	0	0.23	0.09	0.02	0.02	0.01	0	NaN	0.02	0.04	0	0.02	NaN	0.06	0.09	NaN	NaN	0.02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.01	0.04	0.01	0.02	0	0.02	0	0	0	0.02	0	0	0	0	NaN	0	NaN	NaN
0.04	0.07	0.09	0.04	0.08	0.2	0.03	0	0.11	0.08	0	0.01	0.01	0	0	0	NaN	NaN	0.05	0	0	0.02	0.03	0.02	0	0.06	0.04	0	0	0.03	0.01	0.02	0.03	0.06	0.09	NaN	0.05	0.16	0	NaN	NaN	NaN	0.07	0.17	NaN	0	0.03	0.04	0.27	0.1	0.1	NaN	0.13	NaN	NaN	0.03	0.07	0.01	0.07	0.1	0.08	0.03	NaN	0.1	0.18	0.09	0.14	NaN	0.13	0.25	NaN	NaN	0.34	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2	0.16	0.02	0.04	0.11	0.02	0	0.04	0.03	0.03	0	0	0.01	0.03	0.02	0.05	NaN	0	NaN	NaN
0.14	0.06	0.26	0.1	0.15	0.43	0.02	0	0.54	0.33	0	0.01	0.02	0.01	0.01	0.02	NaN	NaN	0.1	0.14	0.04	0.14	0.16	0.11	0.15	0.25	0.04	0.21	0.26	0.34	0.16	0.2	0.2	0.2	0.2	NaN	0.3	0.33	0.09	NaN	NaN	NaN	0.16	0.24	0	0.09	0.28	0.3	0.32	0.27	0.21	NaN	0.47	NaN	NaN	0.12	0.21	0.19	0.24	0.22	0.27	0.27	NaN	0.18	0.27	0.1	0.2	NaN	0.25	0.26	NaN	NaN	0.26	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.13	0.22	0.09	0.12	0.21	0.03	0	0.05	0.08	0.07	0.03	0.03	0.06	0.17	0.21	0.03	NaN	0.14	NaN	NaN
0.17	0.08	0.12	0.09	0.14	0.21	0.07	0	0.32	0.13	0.04	0.02	0.02	0	0	0	NaN	NaN	0.1	0.05	0	0	0.08	0.01	0	0.05	0.03	0	0	0.08	0.07	0.02	0.03	0.04	0.04	NaN	0.06	0.1	0.04	NaN	NaN	NaN	0.21	0.32	NaN	0.08	0.07	0.15	0.12	0.14	0.18	NaN	0.35	NaN	NaN	0.05	0.13	0.06	0.06	0.05	0.03	0	NaN	0.1	0.1	0.04	0.05	NaN	0.14	0.12	NaN	NaN	0.11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2	0.25	0.06	0.04	0.05	0	0.02	0.12	0	0	0	0	0.01	0.01	0.01	0.04	NaN	0.03	NaN	NaN
0.26	0.23	0.38	0.22	0.3	0.37	0.11	0.12	0.48	0.24	0.04	0.05	0.06	0.06	0.03	0.05	1	NaN	0.4	0.16	0.13	0.17	0.36	0.29	0.22	0.53	0.23	0.37	0.39	0.44	0.41	0.45	0.44	0.42	0.36	NaN	0.38	0.53	0.37	NaN	NaN	NaN	0.38	0.46	NaN	0.19	0.25	0.6	0.75	0.3	0.46	NaN	0.68	NaN	NaN	0.41	0.37	0.19	0.23	0.18	0.21	0.24	NaN	0.12	0.21	0.09	0.14	NaN	0.16	0.11	NaN	NaN	0.15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.02	0.04	0	0	0.01	0.01	0	0	0	0	0	0.02	0	0.01	0.01	0	NaN	0	NaN	NaN
0.11	0.11	0.13	0.09	0.22	0.8	0	0	0.66	0.24	0	0	0.01	0.02	0.01	0.06	0	NaN	0.31	0.06	0.01	0	0.11	0.03	0.02	0.16	0	0.05	0.03	0.05	0.05	0.05	0.03	0.04	0	NaN	0.01	0.14	0	NaN	NaN	NaN	0.07	0.07	NaN	0.16	0.19	0.33	0.56	0.11	0.27	NaN	0.31	NaN	NaN	0.06	0.1	0.02	0.01	0.02	0.02	0	NaN	0.01	0.04	0.03	0.09	NaN	0.02	0.06	NaN	NaN	0.04	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0.03	0.01	0	0	0	0.02	0	0	0.03	0.01	0.02	0.02	0	NaN	0	NaN	NaN
